,index,property_id,price,bed_no,address,property_type,listed_time,agent,first_station,second_station
4103,172,49206627,450000.0,1.0,"Killick Street, King's Cross N1",flat,2018-10-01 00:00:00,"Trio Estate Agents, N1",London Kings Cross & St Pancras International,King's Cross St. Pancras
4104,13,49523608,450000.0,1.0,"Upper Street, London N1",flat,2018-10-30 00:00:00,"Hamptons International - Islington Sales, N1",Essex Road,Angel
4105,524,47837839,450000.0,2.0,"Finn House, Bevenden Street, London N1",flat,2018-06-04 00:00:00,"Keatons - Shoreditch, EC2A",Old Street,Old Street
4106,162,49215681,450000.0,2.0,"St. John's Estate, Hoxton N1",flat,2018-10-02 00:00:00,"Hunters - Shoreditch, EC2A",Hoxton,Old Street
4107,36,49479342,450000.0,1.0,"Liverpool Road, Islington, London N1",flat,2018-10-25 00:00:00,"Chestertons - Islington, N1",Highbury & Islington,Highbury & Islington
4108,696,46350319,450000.0,1.0,"St William's Court, 1 Gifford Street, London N1",flat,2018-01-24 00:00:00,"Relocate Me, N1",Caledonian Road & Barnsbury,Caledonian Road
4109,122,49300871,450000.0,2.0,"Provost Estate, London N1",flat,2018-10-09 00:00:00,"Knight Bishop, E9",Old Street,Old Street
4110,648,46913796,450000.0,2.0,"Arden Estate, Hoxton N1",flat,2018-03-13 00:00:00,"Foxtons - Shoreditch, EC2A",Hoxton,Haggerston
4111,685,46500888,450000.0,1.0,"33 Basire Street, Islington N1",flat,2018-02-06 00:00:00,"Purplebricks, Head Office, B90",Essex Road,Angel
4112,456,48211891,450000.0,1.0,"Island Apartments, 29 Basire Street, London N1",flat,2018-07-02 00:00:00,"Cluttons - Islington, N1",Essex Road,Angel
4113,321,48869217,450000.0,2.0,"Newington Green Road, Islington N1",house,2018-08-29 00:00:00,"Foxtons - Islington, N1",Canonbury,Dalston Kingsland
4114,636,47032043,450000.0,2.0,"Chart Street, Hoxton N1",flat,2018-03-23 00:00:00,"Foxtons - Shoreditch, EC2A",Old Street,Old Street
4115,99,49330291,450000.0,1.0,"De Beauvoir Road, De Beauvoir, London N1",flat,2018-10-11 00:00:00,"Chestertons - Islington, N1",Haggerston,Hoxton
4116,110,49318036,450000.0,1.0,"Gifford Street, London N1",flat,2018-10-10 00:00:00,"Hollyton, W1H",Caledonian Road & Barnsbury,Caledonian Road
4117,344,48782990,450000.0,2.0,"Drysdale Place, Shoreditch N1",flat,2018-08-20 00:00:00,"Foxtons - Shoreditch, EC2A",Hoxton,Old Street
4118,157,49227731,450000.0,2.0,"Finn House, Bevenden Street, London N1",flat,2018-10-02 00:00:00,"Winkworth - Shoreditch, E1",Old Street,Old Street
4119,743,45294223,449999.0,1.0,"Caledonian Road, Islington, London N1",flat,2017-10-17 00:00:00,"Square Quarters, N1",Caledonian Road & Barnsbury,Caledonian Road
4120,540,47764717,449999.0,1.0,"The Pinnacle, 2 Dove Road, London N1",flat,2018-05-25 00:00:00,"Winkworth - Islington, N1",Canonbury,Dalston Junction
4121,742,45301482,449999.0,1.0,"Caledonian Road, Islington N1",flat,2017-10-18 00:00:00,"Foxtons - Islington, N1",Caledonian Road & Barnsbury,Caledonian Road
4122,637,47031844,449995.0,1.0,"Offord Road, Barnsbury N1",flat,2018-03-23 00:00:00,"Currell - Islington, N1",Highbury & Islington,Caledonian Road & Barnsbury
4123,1,49543423,449995.0,1.0,"Halton Road, Canonbury N1",flat,2018-11-01 00:00:00,"Currell - Islington, N1",Essex Road,Highbury & Islington
4124,392,48531732,440000.0,3.0,"De Beauvoir Road, Islington N1",flat,2018-07-26 00:00:00,"Foxtons - Islington, N1",Haggerston,Dalston Junction
4125,336,48794328,440000.0,1.0,"Popham Street, London N1",flat,2018-08-21 00:00:00,"Housesimple, CO1",Essex Road,Angel
4126,40,49471821,435000.0,2.0,"Essex Road, Ashby House, Islington N1",house,2018-10-25 00:00:00,"Filey Properties - Southgate, N14",Essex Road,Canonbury
4127,574,47500537,430000.0,1.0,"Upper Street, Angel N1",flat,2018-05-03 00:00:00,"Foxtons - Islington, N1",Angel,Essex Road
4128,772,44426716,429950.0,1.0,"Gifford Street, Kings Cross N1",flat,2017-07-12 00:00:00,"Wiseman Estate, EC1V",Caledonian Road & Barnsbury,Caledonian Road
4129,564,47944574,425000.0,,"Alwyne Place, Islington, London N1",house,2018-05-10 00:00:00,"LiFE Residential - North London, N5",Essex Road,Highbury & Islington
4130,79,49377043,425000.0,1.0,"New North Road, London N1",flat,2018-10-16 00:00:00,"Marsh &amp; Parsons - Islington, N1",Essex Road,Haggerston
4131,728,45615999,425000.0,3.0,"Upwey House, Flat 4, Colville Estate, London N1",flat,2017-11-18 00:00:00,"Strettons Residential, E11",Haggerston,Hoxton
4132,714,45783050,425000.0,1.0,"Murray Grove, Islington N1",flat,2017-12-06 00:00:00,"Purplebricks, Head Office, B90",Old Street,Old Street
4133,384,48622237,425000.0,1.0,"Half Moon Crescent, Barnsbury N1",flat,2018-08-03 00:00:00,"Currell - Islington, N1",Angel,London Kings Cross & St Pancras International
4134,596,47234941,425000.0,1.0,"Gifford Street, Islington, London N1",flat,2018-04-11 00:00:00,"London Residential - Camden Town, NW1",Caledonian Road & Barnsbury,Caledonian Road
4135,531,47804005,425000.0,1.0,"20-32 Pentonville Road, Islington N1",flat,2018-05-30 00:00:00,"Purplebricks, Head Office, B90",Angel,London Kings Cross & St Pancras International
4136,624,47110370,425000.0,1.0,"Murray Grove, Islington, London N1",flat,2018-03-29 00:00:00,"Victorstone Property Consultants, EC1V",Old Street,Old Street
4137,726,45635074,425000.0,2.0,"Myrtle Walk, London, Hoxton N1",flat,2017-11-21 00:00:00,"Homespro, N1",Hoxton,Old Street
4138,542,47731006,425000.0,2.0,"Maygood Street, London N1",flat,2018-05-23 00:00:00,"Purplebricks, Head Office, B90",Angel,London Kings Cross & St Pancras International
4139,424,49388057,425000.0,1.0,"Popham Street, Angel, Islington N1",flat,2018-07-17 00:00:00,"Ellis &amp; Co - Islington, N1",Essex Road,Angel
4140,412,48448693,425000.0,1.0,"Haslam Close, London N1",flat,2018-07-19 00:00:00,"Marsh &amp; Parsons - Islington, N1",Highbury & Islington,Highbury & Islington
4141,200,49154877,424995.0,1.0,"Trafalger Point, 137 Downham Road, Islington, London N1",flat,2018-09-25 00:00:00,"JBE (London) Ltd, E14",Haggerston,Essex Road
4142,555,32833506,424995.0,1.0,"Trafalger Point, 137 Downham Road, Islington, London N1",flat,2018-05-17 00:00:00,"JBE (London) Ltd, E14",Haggerston,Essex Road
4143,238,49049177,420000.0,1.0,"Fanshaw Street, London N1",flat,2018-09-15 00:00:00,"YOPA, SW1A",Hoxton,Old Street
4144,58,49440687,420000.0,1.0,"Newington Green Road, London N1",house,2018-10-22 00:00:00,"M&amp;M Property, N1",Canonbury,Dalston Kingsland
4145,763,44797508,420000.0,1.0,"Blair Close, Islington N1",flat,2017-08-22 00:00:00,"Foxtons - Islington, N1",Canonbury,Highbury & Islington
4146,781,43733776,420000.0,1.0,"Blair Close, London N1",flat,2017-05-05 00:00:00,"Alwyne Estates, N1",Canonbury,Highbury & Islington
4147,577,47424591,415000.0,1.0,"Bemerton Street, London N1",flat,2018-04-27 00:00:00,"AW Childs Ltd, EC1R",Caledonian Road & Barnsbury,London Kings Cross & St Pancras International
4148,737,48810782,415000.0,1.0,"Chalbury Walk, London N1",flat,2017-10-23 00:00:00,"Bricks Mortar, SK12",Angel,London Kings Cross & St Pancras International
4149,411,48451289,415000.0,2.0,"Geffrye Court, Geffrye Estate, London N1",flat,2018-07-20 00:00:00,"Stirling Ackroyd - Shoreditch, EC2A",Hoxton,Haggerston
4150,428,48385461,410000.0,1.0,"St Williams Court, London N1",flat,2018-07-15 00:00:00,"Relocate Me, N1",Caledonian Road & Barnsbury,Caledonian Road
4151,91,46885633,410000.0,1.0,"Fanshaw Street, Hoxton N1",flat,2018-10-14 00:00:00,"Purplebricks, Head Office, B90",Hoxton,Old Street
4152,371,48660703,400000.0,2.0,"Geffrye Court, London N1",house,2018-08-08 00:00:00,"Hunters - Shoreditch, EC2A",Hoxton,Haggerston
4153,342,48785967,400000.0,1.0,"King Henrys Walk, London N1",flat,2018-08-21 00:00:00,"Purplebricks, Head Office, B90",Dalston Kingsland,Dalston Junction
4154,41,49471733,400000.0,2.0,"Celia House, Purcell Street, London N1",flat,2018-10-25 00:00:00,"Butler and Stag, E3",Hoxton,Haggerston
4155,125,49296129,400000.0,1.0,"Half Moon Crescent, Islington/Angel N1",house,2018-10-09 00:00:00,"London Move, N1",Angel,London Kings Cross & St Pancras International
4156,288,48943736,400000.0,2.0,"Follingham Court, Drysdale Place, London N1",house,2018-09-05 00:00:00,"Stirling Ackroyd - Shoreditch, EC2A",Hoxton,Old Street
4157,765,44706649,400000.0,3.0,"De Beauvoir Road, London N1",house,2017-08-11 00:00:00,"Hunters - Shoreditch, EC2A",Haggerston,Dalston Junction
4158,213,49118593,400000.0,1.0,"Southgate Road, Islington N1",flat,2018-09-21 00:00:00,"Foxtons - Islington, N1",Haggerston,Dalston Junction
4159,52,49451897,400000.0,1.0,"Newington Green Road, London N1",flat,2018-10-23 00:00:00,"Location Location, N16",Canonbury,Dalston Kingsland
4160,379,48634227,400000.0,2.0,"Myrtle Street, Islington N1",flat,2018-08-05 00:00:00,"Purplebricks, Head Office, B90",Hoxton,Old Street
4161,325,48855418,400000.0,1.0,"Elizabeth Avenue, De Beauvoir Town N1",house,2018-08-28 00:00:00,"Foxtons - Islington, N1",Essex Road,Canonbury
4162,283,48950265,400000.0,1.0,"Liverpool Road, London N1",flat,2018-09-06 00:00:00,"Next Move - Islington, N1",Highbury & Islington,Highbury & Islington
4163,705,49388017,400000.0,1.0,"Bentley Road, Dalston, Islington N1",flat,2018-01-11 00:00:00,"Ellis &amp; Co - Islington, N1",Dalston Junction,Dalston Kingsland
4164,315,48882186,3999999.0,4.0,"Micawber Street, London N1, UK",flat,2018-08-30 00:00:00,"The Modern House, SE1",Old Street,Old Street
4165,182,49187169,399950.0,1.0,"Whitmore Estate, London N1",flat,2018-09-28 00:00:00,"Dexters - Clerkenwell, EC1M",Hoxton,Haggerston
4166,158,49223909,395000.0,2.0,"Corbet House, Maygood Street, London N1",flat,2018-10-02 00:00:00,"Winkworth - Islington, N1",Angel,London Kings Cross & St Pancras International
4167,413,48447282,395000.0,1.0,"Prebend Street, London N1",flat,2018-07-19 00:00:00,"Winkworth - Islington, N1",Essex Road,Angel
4168,507,47966345,395000.0,1.0,"Caledonian Road, Islington N1",flat,2018-06-12 00:00:00,"Square Quarters, N1",Caledonian Road & Barnsbury,Caledonian Road
4169,771,44426778,395000.0,1.0,"Caledonian Road, Islington N1",flat,2017-07-12 00:00:00,"Wiseman Estate, EC1V",Caledonian Road & Barnsbury,Caledonian Road
4170,635,48591475,390000.0,1.0,"Liverpool Road, London N1",house,2018-03-23 00:00:00,"Keller Williams Prime Properties, W1J",Highbury & Islington,Highbury & Islington
4171,38,49475804,385000.0,1.0,"Caledonian Road, London N1",flat,2018-10-25 00:00:00,"Next Move - Islington, N1",Caledonian Road & Barnsbury,Caledonian Road
4172,124,49297752,385000.0,2.0,"Muriel Street, Kings Cross N1",flat,2018-10-09 00:00:00,"RM Property Services, NW1",London Kings Cross & St Pancras International,Angel
4173,326,48855160,385000.0,1.0,"Fanshaw Street, London, Hoxton N1",flat,2018-08-28 00:00:00,"City &amp; Urban International Shoreditch, EC2A",Hoxton,Old Street
4174,612,47186717,385000.0,1.0,"Rotherfield Street, Islington, London N1",flat,2018-04-06 00:00:00,"Winkworth - Islington, N1",Essex Road,Haggerston
4175,173,49205605,385000.0,2.0,"Provost Street, Hoxton N1",flat,2018-10-01 00:00:00,"London Move, N1",Old Street,Old Street
4176,54,42108268,380000.0,1.0,"Mildmay Park, London N1",flat,2018-10-23 00:00:00,"Alwyne Estates, N1",Canonbury,Dalston Kingsland
4177,374,48650653,380000.0,1.0,"Thornhill Road, Islington N1",flat,2018-08-07 00:00:00,"Foxtons - Islington, N1",Caledonian Road & Barnsbury,Highbury & Islington
4178,390,48545229,379950.0,1.0,"Geffrye Estate, Hoxton N1",flat,2018-07-27 00:00:00,"Foxtons - Shoreditch, EC2A",Hoxton,Haggerston
4179,783,43473669,379950.0,1.0,"Caledonian Road, London N1",flat,2017-04-11 00:00:00,"Housesimple, CO1",Caledonian Road & Barnsbury,Caledonian Road
4180,92,49347758,379000.0,1.0,"Essex Road, Islington N1",flat,2018-10-13 00:00:00,"PER Westray, E8",Canonbury,Dalston Junction
4181,529,47809918,375000.0,1.0,"De Beauvoir Court, Northchurch Road, London N1",flat,2018-05-30 00:00:00,"Marsh &amp; Parsons - Islington, N1",Haggerston,Dalston Junction
4182,517,47874144,375000.0,2.0,"New North Road, London N1",flat,2018-06-05 00:00:00,"MS Estates, RM9",Hoxton,Essex Road
4183,121,45086138,375000.0,1.0,"Shaftesbury Street, London N1",flat,2018-10-09 00:00:00,"Knight Bishop, E9",Old Street,Old Street
4184,526,47833733,375000.0,1.0,"Jessop Court, Graham Street, London N1",flat,2018-06-01 00:00:00,"Winkworth - Islington, N1",Angel,Essex Road
4185,103,49327364,375000.0,3.0,"De Beauvoir Road, London N1",flat,2018-10-11 00:00:00,"Living London, N17",Haggerston,Dalston Junction
4186,270,48981819,375000.0,1.0,"Inworth Walk, Popham Street, London N1",flat,2018-09-10 00:00:00,"Dexters - Islington, N1",Essex Road,Angel
4187,813,40047250,375000.0,2.0,"Dove Road, London N1",flat,2016-04-06 00:00:00,"Portico - Highbury, N5",Canonbury,Dalston Junction
4188,150,49241223,375000.0,2.0,"Evelyn Walk, London N1",flat,2018-10-03 00:00:00,"Express Estate Agency, M1",Old Street,Old Street
4189,369,48664859,375000.0,2.0,"Crondall Court, St. Johns Estate, Hoxton, London N1",flat,2018-08-08 00:00:00,"Bairstow Eves - Archway, N19",Hoxton,Old Street
4190,14,49517872,369999.0,1.0,"Barnsbury Estate, Bryan Street, Islington, London N1",flat,2018-10-30 00:00:00,"Drivers &amp; Norris, N7",London Kings Cross & St Pancras International,Angel
4191,567,47566988,359995.0,2.0,"Downham Road, Islington N1",flat,2018-05-10 00:00:00,"Currell - Hackney, E8",Haggerston,Essex Road
4192,613,47181164,355000.0,3.0,"De Beauvoir Road, De Beauvoir Town, London N1",house,2018-04-06 00:00:00,"Victorstone Property Consultants, EC1V",Haggerston,Dalston Junction
4193,610,46271956,355000.0,3.0,"De Beauvoir Road, London N1",house,2018-04-07 00:00:00,"Hunters - Hackney, E8",Haggerston,Dalston Junction
4194,597,47233049,3500000.0,7.0,"Caledonian Road, Islington N1",house,2018-04-11 00:00:00,"Square Quarters, N1",Caledonian Road & Barnsbury,Caledonian Road
4195,198,49162050,350000.0,1.0,"Offord Road, Islington, London N1",flat,2018-09-26 00:00:00,"Winkworth - Islington, N1",Caledonian Road & Barnsbury,Highbury & Islington
4196,161,49215680,350000.0,1.0,"Wimbourne Street, London N1",flat,2018-10-02 00:00:00,"Hunters - Shoreditch, EC2A",Essex Road,Hoxton
4197,724,36188055,350000.0,1.0,"Pentonville Road, Islington, London N1",flat,2017-11-23 00:00:00,"Bryan Estates, N1",Angel,London Kings Cross & St Pancras International
4198,380,48626697,350000.0,1.0,"Jessop Court, Graham Street, London N1",flat,2018-08-03 00:00:00,"Marsh &amp; Parsons - Islington, N1",Angel,Essex Road
4199,148,49243184,350000.0,1.0,"St Martins Court, De Beauvoir Town N1",flat,2018-10-04 00:00:00,"Foxtons - Islington, N1",Haggerston,Dalston Junction
4200,654,46872079,350000.0,1.0,"Caledonian Road, London N1",flat,2018-03-12 00:00:00,"Winkworth - Islington, N1",Caledonian Road & Barnsbury,Caledonian Road
4201,265,48987023,35000.0,,"Westland Place, Shoreditch, London N1",house,2018-09-10 00:00:00,"Victorstone Property Consultants, EC1V",Old Street,Old Street
4202,346,48776578,3400000.0,5.0,"Canonbury Park South, Canonbury N1",house,2018-08-20 00:00:00,"Currell - Islington, N1",Canonbury,Essex Road
4203,373,48656363,340000.0,1.0,"New North Road, London N1",flat,2018-08-07 00:00:00,"Dexters - Islington, N1",Essex Road,Haggerston
4204,51,49454997,340000.0,1.0,"St. Peter's Way, London N1",flat,2018-10-23 00:00:00,"Express Estate Agency, M1",Haggerston,Dalston Junction
4205,700,46279874,3250000.0,,"Caledonian Road, London N1",house,2018-01-18 00:00:00,"Harris Brown, N1",Caledonian Road & Barnsbury,Caledonian Road
4206,414,48447193,3250000.0,4.0,"Thornhill Road, London N1",house,2018-07-19 00:00:00,"Hamptons International - Islington Sales, N1",Caledonian Road & Barnsbury,Highbury & Islington
4207,554,47680657,3250000.0,3.0,"Hemingford Road, London N1",house,2018-05-18 00:00:00,"Hamptons International - Islington Sales, N1",Caledonian Road & Barnsbury,Highbury & Islington
4208,65,49413006,325000.0,,"Caledonian Road, Islington N1",house,2018-10-19 00:00:00,"Chain Residential, N1",London Kings Cross & St Pancras International,King's Cross St. Pancras
4209,573,47505707,325000.0,,"King Henry's Walk, Dalston N1",house,2018-05-04 00:00:00,"Currell - Islington, N1",Dalston Kingsland,Dalston Junction
4210,97,49339043,325000.0,1.0,"Barnsbury Estate, London N1",flat,2018-10-12 00:00:00,"Emoov National, EC3A",Angel,Caledonian Road & Barnsbury
4211,85,49368275,325000.0,,"Caledonian Road, Islington N1",house,2018-10-16 00:00:00,"Chain Residential, N1",London Kings Cross & St Pancras International,King's Cross St. Pancras
4212,569,47532641,325000.0,1.0,"De Beauvoir Estate, London N1",flat,2018-05-07 00:00:00,"Purplebricks, Head Office, B90",Haggerston,Hoxton
4213,179,49190790,325000.0,1.0,"Flat 2, Caledonian Road, Barnsbury, London N1",flat,2018-09-28 00:00:00,"Auction House London, NW3",Caledonian Road & Barnsbury,Caledonian Road
4214,4,49536561,3000000.0,5.0,"Cleveland Road, London N1",house,2018-10-31 00:00:00,"Hamptons International - Islington Sales, N1",Essex Road,Haggerston
4215,223,49105475,3000000.0,4.0,"Oakley Road, De Beauvoir, Islington, London N1",house,2018-09-20 00:00:00,"Chestertons - Islington, N1",Essex Road,Canonbury
4216,140,49263425,300000.0,2.0,"White Lion Street, London N1",flat,2018-10-05 00:00:00,"Winkworth - Islington, N1",Angel,London Kings Cross & St Pancras International
4217,128,49290416,300000.0,3.0,"10 Fermain Court North, De Beauvoir Road, De Beauvoir Town, London N1",house,2018-10-08 00:00:00,"Auction House London, NW3",Haggerston,Dalston Junction
4218,317,48874611,300000.0,,"Hawes Street, London N1",house,2018-08-30 00:00:00,"Next Move - Islington, N1",Essex Road,Highbury & Islington
4219,572,47511425,2990000.0,4.0,"Pentonville Rd, Pentonville N1",flat,2018-05-04 00:00:00,"Greater London Properties, WC1H",London Kings Cross & St Pancras International,King's Cross St. Pancras
4220,165,49210987,2985000.0,3.0,"Pentonville Road, London N1",flat,2018-10-01 00:00:00,"Yooodle – Private Office, ",London Kings Cross & St Pancras International,King's Cross St. Pancras
4221,39,49475556,281250.0,2.0,"9-11 Wenlock Street, London N1",flat,2018-10-25 00:00:00,"Currell - New Homes, E9",Old Street,Old Street
4222,804,41707676,2795000.0,3.0,"Barnsbury Square, London N1",flat,2016-09-22 00:00:00,"The Modern House, SE1",Caledonian Road & Barnsbury,Highbury & Islington
4223,131,49276208,275000.0,1.0,"Flat B, 170 St Paul's Road, Islington N1",flat,2018-10-06 00:00:00,"Allsop LLP, W1U",Highbury & Islington,Canonbury
4224,166,49210978,2680000.0,3.0,"Pentonville Road, London N1",flat,2018-10-01 00:00:00,"Yooodle – Private Office, ",London Kings Cross & St Pancras International,King's Cross St. Pancras
4225,483,48149314,2650000.0,3.0,"Penn Street, Hoxton, London N1",flat,2018-06-27 00:00:00,"Anthology Hoxton Press, N1",Hoxton,Haggerston
4226,159,49223328,260000.0,1.0,"Buckland Court, St. John's Estate, Mintern Street, Hoxton, London N1",flat,2018-10-02 00:00:00,"Auction House London, NW3",Hoxton,Old Street
4227,559,47618588,259950.0,1.0,"Tottenham Road, London N1",flat,2018-05-14 00:00:00,"Dexters - Islington, N1",Dalston Junction,Dalston Kingsland
4228,273,48972103,2550000.0,5.0,"Canonbury Park South, Canonbury N1",house,2018-09-07 00:00:00,"Currell - Islington, N1",Canonbury,Highbury & Islington
4229,615,47164154,2550000.0,6.0,"Claremont Square, London N1",house,2018-04-05 00:00:00,"Century 21 - Camden, NW1",Angel,London Kings Cross & St Pancras International
4230,215,49115437,2550000.0,6.0,"Claremont Square, Islington N1",house,2018-09-21 00:00:00,"Foxtons - Islington, N1",Angel,London Kings Cross & St Pancras International
4231,403,48461910,2500000.0,5.0,"Hemingford Road, Barnsbury N1",house,2018-07-20 00:00:00,"Foxtons - Islington, N1",Caledonian Road & Barnsbury,Highbury & Islington
4232,541,47761599,2500000.0,3.0,"New Wharf Road, London N1",flat,2018-05-25 00:00:00,"Circa London, SE1",London Kings Cross & St Pancras International,London Kings Cross & St Pancras International
4233,779,47010064,2495000.0,5.0,"Hemingford Road, Barnsbury N1",house,2017-06-06 00:00:00,"Currell - Islington, N1",Caledonian Road & Barnsbury,Caledonian Road
4234,653,46872075,2400000.0,4.0,"De Beauvoir Square, London N1",house,2018-03-12 00:00:00,"Winkworth - Islington, N1",Haggerston,Dalston Junction
4235,537,47792128,2400000.0,3.0,"Northchurch Road, London N1",house,2018-05-29 00:00:00,"Dexters - Islington, N1",Haggerston,Dalston Junction
4236,78,49377394,2400000.0,3.0,"Compton Avenue, London N1",house,2018-10-16 00:00:00,"YOUhome, W11",Highbury & Islington,Highbury & Islington
4237,284,48945639,2350000.0,3.0,"Noel Road, London N1",house,2018-09-06 00:00:00,"YOUhome, W11",Angel,Essex Road
4238,37,49477762,2300000.0,4.0,"Barnsbury Square, London N1",house,2018-10-25 00:00:00,"Dexters - Islington, N1",Caledonian Road & Barnsbury,Highbury & Islington
4239,72,49394093,2250000.0,4.0,"Burgh Street, Islington, London N1",house,2018-10-17 00:00:00,"Chestertons - Islington, N1",Angel,Essex Road
4240,257,49004944,2250000.0,3.0,"Compton Road, Islington, London N1",house,2018-09-11 00:00:00,"Chestertons - Islington, N1",Highbury & Islington,Highbury & Islington
4241,422,48418394,2250000.0,4.0,"Englefield Road, London N1",house,2018-07-17 00:00:00,"Hamptons International - Islington Sales, N1",Dalston Junction,Canonbury
4242,190,49172618,2250000.0,3.0,"Penn Street, Hoxton, London N1",flat,2018-09-27 00:00:00,"Anthology Hoxton Press, N1",Hoxton,Haggerston
4243,667,46753083,2120000.0,,"Caledonian Rd, Islington N1",flat,2018-02-27 00:00:00,"Cool Cribs Estate Agents, London, NW6",Caledonian Road & Barnsbury,Caledonian Road
4244,306,48914096,2015000.0,2.0,"Lewis Cubitt Walk, Kings Cross N1C",flat,2018-09-03 00:00:00,"Kay &amp; Co - Kings Cross, N1C",London Kings Cross & St Pancras International,London Kings Cross & St Pancras International
4245,177,49193719,2000000.0,4.0,"Elizabeth Avenue, London N1",house,2018-09-28 00:00:00,"Hamptons International - Islington Sales, N1",Essex Road,Canonbury
4246,176,49194535,2000000.0,4.0,"Elizabeth Avenue, London N1",house,2018-09-29 00:00:00,"Stirling Ackroyd - Dalston, E8",Essex Road,Canonbury
4247,193,49167719,2000000.0,3.0,"Ockendon Road, London N1",house,2018-09-26 00:00:00,"Hamptons International - Islington Sales, N1",Canonbury,Dalston Junction
4248,84,49372334,2000000.0,4.0,"Ockendon Road, London N1",house,2018-10-16 00:00:00,"Hamptons International - Islington Sales, N1",Canonbury,Essex Road
4249,35,49485243,2000000.0,3.0,"Mildmay Grove North, Islington, London N1",house,2018-10-26 00:00:00,"Chestertons - Islington, N1",Canonbury,Dalston Kingsland
4250,117,49303877,2000000.0,2.0,"The Factory, London N1",flat,2018-10-09 00:00:00,"Space Station, EC2A",Old Street,Old Street
4251,181,49188252,1999999.0,4.0,"Alwyne Square, London N1",house,2018-09-28 00:00:00,"Dexters - Islington, N1",Canonbury,Highbury & Islington
4252,3,49542367,1999000.0,2.0,"Arthouse, Kings Cross N1C",flat,2018-11-01 00:00:00,"Fraser &amp; Co - Baker Street, NW1",London Kings Cross & St Pancras International,London Kings Cross & St Pancras International
4253,141,47990089,1975000.0,3.0,"Halliford Street, Islington, London N1",house,2018-10-05 00:00:00,"UK Sotheby's International Realty - North London, NW8",Essex Road,Canonbury
4254,368,48669091,1975000.0,3.0,"Halliford Street, Islington N1",house,2018-08-09 00:00:00,"Faradays, W1U",Essex Road,Canonbury
4255,96,48656123,1975000.0,3.0,"Halliford Street, London N1",house,2018-10-12 00:00:00,"Keller Williams Prime Properties, W1J",Essex Road,Canonbury
4256,453,48225900,1950000.0,2.0,"Compton Terrace, London N1",house,2018-07-03 00:00:00,"Marsh &amp; Parsons - Islington, N1",Highbury & Islington,Highbury & Islington
4257,451,48238206,1950000.0,2.0,"Compton Terrace, Islington, London N1",flat,2018-07-04 00:00:00,"Hamptons International - Islington Sales, N1",Highbury & Islington,Highbury & Islington
4258,544,47724943,1950000.0,3.0,"Grantbridge Street, London N1",house,2018-05-22 00:00:00,"Hamptons International - Islington Sales, N1",Angel,Essex Road
4259,447,48268984,1950000.0,5.0,"Northampton Park, London N1",house,2018-07-06 00:00:00,"Emoov National, EC3A",Canonbury,Highbury & Islington
4260,301,48920250,1950000.0,3.0,"Penn Street, Hoxton, London N1",flat,2018-09-04 00:00:00,"Anthology Hoxton Press, N1",Hoxton,Haggerston
4261,167,49210971,1902000.0,2.0,"Pentonville Road, London N1",flat,2018-10-01 00:00:00,"Yooodle – Private Office, ",London Kings Cross & St Pancras International,King's Cross St. Pancras
4262,81,49374246,1900000.0,2.0,"Shepherdess Building, London N1",flat,2018-10-16 00:00:00,"Space Station, EC2A",Old Street,Old Street
4263,8,49533736,1875000.0,3.0,"Hemingford Road, Islington, London N1",house,2018-10-31 00:00:00,"Chestertons - Islington, N1",Caledonian Road & Barnsbury,Highbury & Islington
4264,100,49330177,1850000.0,3.0,"Colebrooke Row, London N1",house,2018-10-11 00:00:00,"Hamptons International - Islington Sales, N1",Angel,Essex Road
4265,291,48940945,1850000.0,4.0,"Liverpool Road, Islington, London N1",house,2018-09-05 00:00:00,"Chestertons - Islington, N1",Angel,Caledonian Road & Barnsbury
4266,649,46898866,1850000.0,2.0,"Flat 5 White Horse Yard, Liverpool Road N1",flat,2018-03-12 00:00:00,"Noble House Estates, N1",Angel,Essex Road
4267,163,49212873,1850000.0,4.0,"Liverpool Road, Islington, London N1",house,2018-10-01 00:00:00,"Chestertons - Islington, N1",Angel,Caledonian Road & Barnsbury
4268,30,49487862,183750.0,1.0,"Britannia Walk, Islington N1",flat,2018-10-26 00:00:00,"Foxtons - Islington, N1",Old Street,Old Street
4269,294,48929318,1800000.0,3.0,"Ripplevale Grove, London N1",house,2018-09-04 00:00:00,"Hamptons International - Islington Sales, N1",Caledonian Road & Barnsbury,Highbury & Islington
4270,621,47107257,1800000.0,5.0,"Gerrard Road, Islington, London N1",house,2018-04-03 00:00:00,"Chestertons - Islington, N1",Angel,Essex Road
4271,546,47720726,1800000.0,3.0,"Arthouse, 1 York Way N1C",flat,2018-05-22 00:00:00,"Kay &amp; Co - Kings Cross, N1C",London Kings Cross & St Pancras International,London Kings Cross & St Pancras International
4272,397,48487101,1800000.0,3.0,"Arthouse, York Way, Kings Cross N1C",flat,2018-07-23 00:00:00,"Moving City, E1",London Kings Cross & St Pancras International,London Kings Cross & St Pancras International
4273,61,49432308,1800000.0,3.0,"York Way, London N1C",flat,2018-10-21 00:00:00,"Martin &amp; Co Camden, NW1",London Kings Cross & St Pancras International,London Kings Cross & St Pancras International
4274,525,47833913,1799000.0,4.0,"Wolsey Road, London N1",house,2018-06-01 00:00:00,"Winkworth - Islington, N1",Dalston Kingsland,Canonbury
